gggg,43,1465113387417
gfgsdfg,55,1465119297262
gg,37,1465754987590
hfghfghfgh,-467,1465755698042
gggg,37,1466183401909
gfhfghg,-1000,1466269732934
fgxgf,0,1466356113947
fgxgf,42,1466356141048
5555,1036,1467390470650
,1,1467568467334
,1,1467568576635
,1,1467568672133
,1,1467569106785
,1,1467569490279
,1,1467569513793
,1,1467911785497
,1,1467911843756
,1,1467912448919
